date,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),pm2_5 (μg/m³)_subindex,pm10 (μg/m³)_subindex,carbon_monoxide (μg/m³)_subindex,ozone (μg/m³)_subindex,sulphur_dioxide (μg/m³)_subindex,nitrogen_dioxide (μg/m³)_subindex,AQI
2023-02-19,31.045833333333334,21.375,271.0833333333333,5.654166666666666,5.575,103.79166666666667,36.0,31,14,106,7,7,106.0
2023-02-20,49.85,34.666666666666664,322.125,6.472727272727273,9.907142857142857,116.91666666666667,58.0,50,16,125,12,8,125.0
2023-02-21,46.69583333333333,32.479166666666664,300.0416666666667,6.033333333333334,16.991304347826087,123.70833333333333,54.0,47,15,135,21,8,135.0
2023-02-22,42.625,29.325,291.1666666666667,6.457894736842105,13.123809523809525,107.0,49.0,43,15,110,16,8,110.0
2023-02-23,41.62083333333333,28.666666666666668,292.1666666666667,6.211764705882352,14.805555555555555,96.625,48.0,42,15,97,19,8,97.0
2023-02-24,49.37916666666666,34.18333333333333,333.0833333333333,5.617647058823529,9.084615384615384,104.66666666666667,57.0,49,17,107,11,7,107.0
2023-02-25,60.5,42.1,369.8636363636364,5.81764705882353,13.01,114.66666666666667,70.0,60,18,122,16,7,122.0
2023-02-26,39.35,27.2625,290.5,5.957142857142857,14.799999999999999,110.91666666666667,45.0,39,15,116,18,7,116.0
2023-02-27,41.55833333333333,28.77916666666667,300.6666666666667,5.55,9.528571428571428,100.66666666666667,48.0,42,15,101,12,7,101.0
2023-02-28,44.25,30.650000000000002,298.4166666666667,5.3826086956521735,15.555000000000001,122.83333333333333,51.0,44,15,134,19,7,134.0
2023-03-01,51.4625,35.604166666666664,341.0833333333333,5.622222222222223,9.376923076923076,118.16666666666667,59.0,51,17,127,12,7,127.0
2023-03-02,60.291666666666664,41.949999999999996,398.8333333333333,5.25625,13.552380952380954,114.33333333333333,70.0,60,20,121,17,7,121.0
2023-03-03,61.31666666666666,42.62083333333333,366.5,5.3578947368421055,7.1875,104.58333333333333,71.0,61,18,107,9,7,107.0
